Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Price,Ward/Commune,District,Province
38.0,5.1,,5.0,,,9.5,Phú La,Hà Đông,Hà Nội
64.0,,,2.0,3.0,2.0,3.5,Tân Chánh Hiệp,Quận 12,Hồ Chí Minh
54.0,,5.0,4.0,4.0,4.0,4.5,Tân Chánh Hiệp,Quận 12,Hồ Chí Minh
18.9,3.1,8.0,1.0,1.0,1.0,3.8,5,Phú Nhuận,Hồ Chí Minh
120.0,,,2.0,5.0,,9.0,Tây Thạnh,Tân Phú,Hồ Chí Minh
105.0,6.0,5.0,2.0,2.0,3.0,3.8,Hòa An,Cẩm Lệ,Đà Nẵng
69.4,,6.0,1.0,3.0,,9.5,14,Tân Bình,Hồ Chí Minh
100.0,4.0,4.0,1.0,3.0,2.0,6.5,Thới An,Quận 12,Hồ Chí Minh
72.0,,6.0,3.0,,,7.0,13,Bình Thạnh,Hồ Chí Minh
21.6,,5.0,2.0,2.0,2.0,2.6,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh
115.0,5.0,4.0,,2.0,1.0,1.45,Đức Hoà Đông,Đức Hòa,Long An
67.0,4.3,,3.0,4.0,5.0,7.9,Bình Trưng Tây,Quận 2,Hồ Chí Minh
48.8,4.0,10.0,4.0,4.0,3.0,4.2,Đại Thành,Huyện Quốc Oai,Hà Nội
99.0,5.0,,4.0,5.0,5.0,7.8,Hùng Thắng,Hạ Long,Quảng Ninh
23.0,3.0,,2.0,,,5.5,Quang Trung,Hà Đông,Hà Nội
73.0,4.0,5.0,2.0,4.0,2.0,3.25,Tân Đông Hiệp,Dĩ An,Bình Dương
60.0,4.0,12.0,3.0,3.0,4.0,3.25,Bình Chuẩn,Thuận An,Bình Dương
68.0,5.0,5.0,1.0,2.0,1.0,2.2,Tân Đông Hiệp,Dĩ An,Bình Dương
62.0,4.0,12.0,3.0,3.0,4.0,3.85,Thuận Giao,Thuận An,Bình Dương
60.0,5.0,5.0,2.0,2.0,2.0,3.4,Đông Hòa,Dĩ An,Bình Dương
116.69,7.0,,2.0,3.0,2.0,4.5,Hùng Thắng,Hạ Long,Quảng Ninh
66.0,,,2.0,3.0,2.0,6.1,Tân Hưng,Quận 7,Hồ Chí Minh
40.0,4.5,2.0,4.0,4.0,4.0,7.9,Trung Liệt,Đống Đa,Hà Nội
30.0,,,5.0,,,3.95,Thạch Bàn,Long Biên,Hà Nội
38.0,3.7,5.0,2.0,2.0,2.0,3.3,Thới An,Quận 12,Hồ Chí Minh
30.0,,2.0,5.0,3.0,3.0,3.85,An Khánh,Hoài Đức,Hà Nội.
34.0,,,4.0,3.0,3.0,2.5,Đông La,Hoài Đức,Hà Nội
30.0,,,5.0,3.0,3.0,2.7,Biên Giang,Hà Đông,Hà Nội
170.0,9.5,6.0,1.0,2.0,1.0,4.25,Bình Hòa,Thuận An,Bình Dương
40.0,,,5.0,4.0,3.0,3.7,Yên Nghĩa,Hà Đông,Hà Nội
80.4,6.0,6.0,1.0,,,9.0,13,Bình Thạnh,Hồ Chí Minh
47.0,5.2,,5.0,,,7.9,Ngọc Thụy,Long Biên,Hà Nội
16.0,,,,,,1.8,Tân Phú,Quận 7,Hồ Chí Minh
36.0,,3.0,5.0,6.0,4.0,3.1,Yên Nghĩa,Quận Hà Đông,Hà Nội
50.0,11.0,11.0,4.0,4.0,5.0,4.55,Thạnh Xuân,Quận 12,Hồ Chí Minh
30.0,3.7,2.0,5.0,3.0,5.0,4.7,Đại Mỗ,Nam Từ Liêm,Hà Nội.
21.7,,,,,,5.7,Bạch Mai,Hai Bà Trưng,Hà Nội
55.0,,4.0,2.0,2.0,2.0,4.7,Tân Thuận Tây,Quận 7,Hồ Chí Minh
65.0,,,4.0,,,4.85,Ngũ Hiệp,Thanh Trì,Hà Nội
35.0,3.7,2.0,5.0,6.0,4.0,6.38,Minh Khai,Hai Bà Trưng,Hà Nội
35.0,3.5,3.5,5.0,3.0,4.0,4.55,Việt Hưng,Long Biên,Hà Nội
50.0,5.6,20.0,1.0,4.0,2.0,6.8,An Lạc,Bình Tân,Hồ Chí Minh
22.0,,,4.0,2.0,3.0,4.7,Đồng Nhân,Hai Bà Trưng,Hà Nội
40.0,3.8,,4.0,4.0,3.0,7.3,Định Công,Hoàng Mai,Hà Nội
42.0,,,4.0,4.0,3.0,8.2,Khương Mai,Thanh Xuân,Hà Nội
28.0,4.0,4.0,4.0,3.0,3.0,4.8,Ô Chợ Dừa,Đống Đa,Hà Nội
40.0,3.5,,5.0,4.0,4.0,8.9,Kim Giang,Thanh Xuân,Hà Nội
33.0,3.5,,5.0,3.0,3.0,2.5,Biên Giang,Hà Đông,Hà Nội
60.0,,,2.0,2.0,2.0,4.2,Trường Thọ,Thủ Đức,Hồ Chí Minh
60.0,5.2,,3.0,4.0,3.0,4.5,Long Trường,Thủ Đức,Hồ Chí Minh
33.0,,,5.0,3.0,4.0,4.15,Dương Nội,Hà Đông,Hà Nội
32.0,,,4.0,3.0,3.0,2.95,Yên Nghĩa,Hà Đông,Hà Nội
38.0,3.8,2.5,5.0,6.0,4.0,4.5,Phương Canh,Nam Từ Liêm,Hà Nội.
48.0,,,,,,1.9,Hòa Phú,Thủ Dầu Một,Bình Dương
72.8,,12.0,1.0,2.0,2.0,5.2,Phú Xuân,Nhà Bè,Hồ Chí Minh
41.0,3.1,16.0,,,,9.99,Phú La,Hà Đông,Hà Nội
32.0,,,5.0,3.0,,5.95,Dịch Vọng,Cầu Giấy,Hà Nội
30.0,3.0,3.0,2.0,2.0,3.0,3.2,Tân Hưng,Quận 7,Hồ Chí Minh
50.0,5.0,10.0,3.0,3.0,4.0,5.1,Nhà Bè,Nhà Bè,Hồ Chí Minh
34.0,,,5.0,3.0,4.0,7.0,Xuân Đỉnh,Bắc Từ Liêm,Hà Nội
211.0,,,,,,10.0,Lam Hạ,Phủ Lý,Hà Nam
36.0,3.0,3.0,2.0,2.0,2.0,3.68,Hiệp Thành,Quận 12,Hồ Chí Minh
48.3,4.1,10.0,4.0,4.0,3.0,3.1,Hùng Vương,Hồng Bàng,Hải Phòng
30.0,,,3.0,3.0,3.0,2.2,Chúc Sơn,Chương Mỹ,Hà Nội
110.0,5.0,,4.0,4.0,5.0,9.2,Thống Nhất,Biên Hòa,Đồng Nai
45.6,6.17,2.0,4.0,4.0,4.0,5.5,Thạch Bàn,Long Biên,Hà Nội
50.0,4.0,6.0,3.0,4.0,,9.9,1,Tân Bình,Hồ Chí Minh
31.0,,3.5,3.0,2.0,,3.4,Bích Hòa,Thanh Oai,Hà Nội
35.0,,,3.0,3.0,,1.85,Yên Nghĩa,Hà Đông,Hà Nội
32.0,4.0,2.5,5.0,4.0,4.0,3.15,Trạm Trôi,Hoài Đức,Hà Nội.
35.0,57.0,3.0,5.0,3.0,3.0,5.95,Thanh Nhàn,Hai Bà Trưng,Hà Nội
88.0,4.4,20.0,3.0,3.0,3.0,4.5,Phước Đồng,Nha Trang,Khánh Hòa
122.8,,,,,,9.0,Giang Biên,Long Biên,Hà Nội
105.0,7.5,5.0,3.0,4.0,4.0,9.0,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
60.0,4.0,2.0,2.0,2.0,2.0,7.3,Phú Diễn,Bắc Từ Liêm,Hà Nội
69.0,,,4.0,4.0,5.0,6.8,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
32.0,3.8,2.5,4.0,3.0,3.0,4.2,Dương Nội,Hà Đông,Hà Nội
58.0,,,3.0,,,7.4,Xuân Đỉnh,Bắc Từ Liêm,Hà Nội
75.0,,13.0,3.0,3.0,4.0,6.5,Phước Hải,Nha Trang,Khánh Hòa
27.0,3.0,3.0,2.0,2.0,2.0,2.39,Nhà Bè,Nhà Bè,Hồ Chí Minh
300.0,12.0,8.0,2.0,4.0,5.0,4.6,Chánh Phú Hòa,Bến Cát,Bình Dương
60.0,,,4.0,4.0,5.0,6.25,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh
55.0,4.0,4.0,2.0,3.0,3.0,7.2,4,Quận 3,Hồ Chí Minh
38.0,,,3.0,3.0,2.0,2.15,Đồng Mai,Hà Đông,Hà Nội
45.0,3.5,4.0,2.0,2.0,2.0,4.15,Linh Đông,Thủ Đức,Hồ Chí Minh
32.0,2.81,4.0,2.0,2.0,1.0,2.8,Tam Bình,Thủ Đức,Hồ Chí Minh
87.0,4.33,6.0,3.0,4.0,5.0,6.8,Trường Thọ,Thủ Đức,Hồ Chí Minh
144.5,9.3,6.0,3.0,3.0,4.0,4.85,Phú Thạnh,Nhơn Trạch,Đồng Nai
100.0,6.0,,,2.0,2.0,1.2,Đức Hòa,Đức Hòa,Long An
40.0,,,4.0,,,4.8,Vĩnh Quỳnh,Thanh Trì,Hà Nội
33.0,,,5.0,3.0,3.0,2.85,Phú Lãm,Hà Đông,Hà Nội
48.0,4.0,4.0,2.0,2.0,3.0,4.3,17,Gò Vấp,Hồ Chí Minh
31.0,4.15,2.0,5.0,3.0,4.0,3.85,Tây Mỗ,Nam Từ Liêm,Hà Nội
32.0,5.0,,5.0,,,5.25,Đại Mỗ,Nam Từ Liêm,Hà Nội
36.0,,,5.0,3.0,4.0,5.8,Phú Thượng,Tây Hồ,Hà Nội
48.0,5.0,,5.0,8.0,8.0,4.7,Liên Mạc,Bắc Từ Liêm,Hà Nội
34.0,3.2,3.0,5.0,3.0,4.0,5.5,Tây Mỗ,Nam Từ Liêm,Hà Nội.
56.0,,,4.0,6.0,,8.5,Khương Thượng,Đống Đa,Hà Nội
80.7,6.5,8.0,3.0,4.0,5.0,7.5,Phú Xuân,Nhà Bè,Hồ Chí Minh
40.0,,,5.0,,4.0,8.1,Tân Mai,Hoàng Mai,Hà Nội
72.0,4.8,4.0,2.0,3.0,3.0,5.7,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh
36.3,,4.0,4.0,4.0,4.0,7.4,15,Quận 10,Hồ Chí Minh
56.0,3.6,,2.0,2.0,2.0,7.19,4,Quận 3,Hồ Chí Minh
46.0,4.0,,5.0,6.0,5.0,7.8,Thanh Xuân Trung,Thanh Xuân,Hà Nội
32.1,4.0,2.5,4.0,3.0,4.0,3.5,Dương Nội,Hà Đông,Hà Nội
40.0,,,5.0,,,6.3,Thạch Bàn,Long Biên,Hà Nội
32.0,4.8,3.0,5.0,3.0,4.0,5.25,Đại Mỗ,Nam Từ Liêm,Hà Nội.
87.0,3.6,3.0,3.0,,,4.8,Văn Điển,Thanh Trì,Hà Nội
70.0,,,5.0,4.0,4.0,10.0,Phúc La,Hà Đông,Hà Nội
54.1,3.5,3.0,4.0,3.0,3.0,3.1,Đại Thành,Quốc Oai,Hà Nội
30.4,4.0,,3.0,3.0,2.0,3.9,Phú Thuận,Quận 7,Hồ Chí Minh
150.0,10.0,12.0,2.0,4.0,3.0,6.0,An Thạnh,Bến Lức,Long An
142.0,12.0,12.0,2.0,4.0,3.0,6.3,An Thạnh,Bến Lức,Long An
90.0,6.0,12.0,3.0,4.0,3.0,3.75,An Thạnh,Bến Lức,Long An
150.0,12.0,12.0,2.0,4.0,3.0,5.8,An Thạnh,Bến Lức,Long An
36.0,,,2.0,2.0,2.0,2.3,Trường Thọ,Thủ Đức,Hồ Chí Minh
44.0,4.0,6.0,3.0,3.0,3.0,5.75,7,Quận 6,Hồ Chí Minh
120.0,4.5,7.0,2.0,5.0,5.0,7.2,An Lạc,Bình Tân,Hồ Chí Minh
35.0,4.0,4.0,6.0,8.0,5.0,6.65,Đội Cấn,Ba Đình,Hà Nội
40.0,3.6,3.2,5.0,3.0,4.0,8.0,Liễu Giai,Ba Đình,Hà Nội
46.0,3.8,4.0,4.0,4.0,4.0,8.5,Yên Phụ,Tây Hồ,Hà Nội
85.5,4.5,5.5,4.0,7.0,7.0,6.9,Hòa Cường Nam,Hải Châu,Đà Nẵng
78.0,6.0,20.0,5.0,6.0,5.0,9.1,Nghĩa Trụ,Văn Giang,Hưng Yên
30.0,3.2,,5.0,3.0,4.0,4.79,Khương Trung,Thanh Xuân,Hà Nội
70.0,5.0,4.0,1.0,2.0,2.0,4.4,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
41.0,3.3,5.0,2.0,2.0,2.0,3.65,Tân Quý,Tân Phú,Hồ Chí Minh
90.0,,,3.0,3.0,4.0,7.8,Phước Hải,Nha Trang,Khánh Hòa
48.0,,,,,,4.92,Văn Điển,Thanh Trì,Hà Nội
121.7,,,1.0,1.0,1.0,8.95,Yên Viên,Gia Lâm,Hà Nội
52.0,,18.0,1.0,,,8.9,Thượng Thanh,Long Biên,Hà Nội
81.0,4.0,6.0,4.0,4.0,4.0,7.2,15,Tân Bình,Hồ Chí Minh
45.0,4.7,6.0,4.0,6.0,6.0,5.65,12,Gò Vấp,Hồ Chí Minh
56.4,5.0,4.0,3.0,3.0,3.0,1.83,Đặng Cương,An Dương,Hải Phòng
45.0,,10.0,2.0,2.0,2.0,1.65,Thới Tam Thôn,Hóc Môn,Hồ Chí Minh
43.0,,,6.0,4.0,5.0,7.89,Cát Linh,Đống Đa,Hà Nội
64.0,4.0,10.0,1.0,1.0,1.0,7.4,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh
40.0,4.0,,5.0,,,5.95,Xuân Đỉnh,Bắc Từ Liêm,Hà Nội
41.0,,,5.0,,,7.3,Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội
42.0,,,,,,7.0,Xuân Đỉnh,Bắc Từ Liêm,Hà Nội
60.0,3.5,8.0,4.0,4.0,4.0,7.7,3,Quận 6,Hồ Chí Minh
42.0,,,,,,7.3,Bưởi,Tây Hồ,Hà Nội
35.0,,,5.0,,,6.25,Nghĩa Đô,Cầu Giấy,Hà Nội
37.0,,,5.0,,,6.9,Xuân La,Tây Hồ,Hà Nội
50.0,4.2,6.0,5.0,5.0,4.0,10.0,Vĩnh Tuy,Hai Bà Trưng,Hà Nội
32.0,,,5.0,3.0,,5.95,Dịch Vọng,Cầu Giấy,Hà Nội
40.3,,,,,,7.1,Phúc Đồng,Long Biên,Hà Nội
50.0,,,3.0,6.0,,9.5,4,Quận 10,Hồ Chí Minh
72.0,,,4.0,,,10.0,12,Quận 10,Hồ Chí Minh
80.0,5.0,20.0,5.0,6.0,5.0,10.9,Nghĩa Trụ,Văn Giang,Hưng Yên
38.0,3.6,3.0,2.0,2.0,2.0,4.39,13,Tân Bình,Hồ Chí Minh
46.2,4.2,14.0,4.0,4.0,4.0,10.0,13,Tân Bình,Hồ Chí Minh
66.0,,,4.0,8.0,8.0,6.6,Bạch Mai,Hai Bà Trưng,Hà Nội
27.0,2.2,3.0,1.0,1.0,1.0,2.5,14,Tân Bình,Hồ Chí Minh
112.0,8.0,8.0,3.0,4.0,3.0,8.5,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh
30.0,,,4.0,3.0,3.0,2.5,Phương Liệt,Thanh Xuân,Hà Nội
41.0,4.0,3.0,3.0,3.0,2.0,3.2,Sở Dầu,Hồng Bàng,Hải Phòng
24.0,,,4.0,3.0,3.0,3.1,Bạch Mai,Hai Bà Trưng,Hà Nội
79.0,,8.0,3.0,5.0,3.0,8.6,An Lạc A,Bình Tân,Hồ Chí Minh
57.0,3.0,2.0,4.0,4.0,3.0,6.5,Láng Hạ,Đống Đa,Hà Nội
75.0,5.0,5.5,3.0,3.0,3.0,4.4,Mân Thái,Sơn Trà,Đà Nẵng
20.0,5.0,5.0,4.0,3.0,3.0,4.95,15,Quận 10,Hồ Chí Minh
160.0,8.0,6.0,3.0,4.0,4.0,7.2,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng
32.0,5.8,,5.0,3.0,4.0,5.0,Đức Giang,Long Biên,Hà Nội
66.0,,,5.0,,,4.95,Thạch Bàn,Long Biên,Hà Nội
45.0,,,5.0,4.0,5.0,6.9,Quang Trung,Hà Đông,Hà Nội
45.0,,,5.0,6.0,,8.95,Mai Dịch,Cầu Giấy,Hà Nội
30.0,3.8,2.3,5.0,4.0,4.0,3.98,Vân Canh,Hoài Đức,Hà Nội.
51.0,5.2,15.0,,1.0,1.0,5.7,Lĩnh Nam,Hoàng Mai,Hà Nội
160.0,,,3.0,3.0,3.0,6.8,Long Hưng,Biên Hòa,Đồng Nai
35.0,,,6.0,,,4.58,Phúc Lợi,Long Biên,Hà Nội
90.2,4.0,12.0,3.0,4.0,3.0,4.35,Tân Đông Hiệp,Dĩ An,Bình Dương
56.0,,,2.0,2.0,3.0,4.1,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh
104.5,5.0,12.0,2.0,3.0,2.0,5.8,Bình Hòa,Thuận An,Bình Dương
43.0,4.3,4.0,5.0,4.0,4.0,4.1,Di Trạch,Hoài Đức,Hà Nội
68.0,4.0,5.0,1.0,2.0,1.0,2.5,Vĩnh Hải,Nha Trang,Khánh Hòa
98.0,5.0,5.0,3.0,4.0,4.0,7.8,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng
48.0,,,3.0,3.0,3.0,2.7,Đại Thành,Quốc Oai,Hà Nội
60.0,6.0,8.0,2.0,3.0,3.0,3.1,Tân Bình,Dĩ An,Bình Dương
112.0,,12.0,,2.0,2.0,3.3,Tân Bình,Dĩ An,Bình Dương
171.0,6.0,5.5,2.0,2.0,1.0,5.9,Hòa An,Cẩm Lệ,Đà Nẵng
50.0,4.0,8.0,2.0,,,4.75,Tân Quý,Tân Phú,Hồ Chí Minh
155.0,,4.5,,2.0,2.0,3.55,Tân Đông Hiệp,Dĩ An,Bình Dương
86.0,6.0,,3.0,4.0,5.0,5.3,Trường Thạnh,Quận 9,Hồ Chí Minh
70.0,,5.0,2.0,3.0,2.0,3.6,Đông Hòa,Dĩ An,Bình Dương
75.0,5.0,8.0,2.0,3.0,2.0,3.65,Dĩ An,Dĩ An,Bình Dương
89.9,5.0,7.0,2.0,3.0,2.0,3.79,Dĩ An,Dĩ An,Bình Dương
58.0,6.0,5.0,3.0,4.0,4.0,4.83,Thạnh Xuân,Quận 12,Hồ Chí Minh
34.0,4.0,6.0,2.0,,,2.35,Tân Tạo,Bình Tân,Hồ Chí Minh
34.0,,,3.0,4.0,3.0,1.95,Yên Nghĩa,Hà Đông,Hà Nội
100.0,,,,,,4.6,Hiệp Thành,Thủ Dầu Một,Bình Dương
110.0,,,3.0,,,9.8,Hòa Phú,Thủ Dầu Một,Bình Dương
35.0,,,6.0,,,8.6,Ngọc Lâm,Long Biên,Hà Nội
128.0,,,,,,4.5,Hiệp Thành,Thủ Dầu Một,Bình Dương
36.0,3.6,3.0,3.0,3.0,3.0,2.1,Bích Hòa,Thanh Oai,Hà Nội
39.0,4.6,,2.0,2.0,2.0,5.7,14,Quận 10,Hồ Chí Minh
90.0,5.0,,4.0,,,9.8,Phú Mỹ,Thủ Dầu Một,Bình Dương
36.0,,,4.0,3.0,4.0,6.5,Hoàng Liệt,Hoàng Mai,Hà Nội
95.0,,8.0,2.0,3.0,2.0,6.9,16,Gò Vấp,Hồ Chí Minh
52.0,10.5,12.0,3.0,2.0,2.0,9.9,11,Tân Bình,Hồ Chí Minh
45.0,5.0,7.0,3.0,4.0,3.0,9.9,14,Quận 10,Hồ Chí Minh
44.0,4.4,2.5,4.0,3.0,3.0,4.99,Tây Mỗ,Nam Từ Liêm,Hà Nội.
30.0,,,3.0,2.0,,3.5,1,Tân Bình,Hồ Chí Minh
37.0,4.0,3.0,2.0,2.0,,3.35,9,Phú Nhuận,Hồ Chí Minh
77.0,4.06,6.0,3.0,3.0,4.0,10.0,Tân Kiểng,Quận 7,Hồ Chí Minh.
58.0,4.0,8.0,4.0,4.0,,10.0,12,Bình Thạnh,Hồ Chí Minh
59.0,4.6,4.0,2.0,4.0,,6.6,17,Phú Nhuận,Hồ Chí Minh
70.0,5.0,32.0,4.0,6.0,5.0,9.5,6,Quận 8,Hồ Chí Minh.
76.0,4.0,4.0,3.0,4.0,,7.8,12,Bình Thạnh,Hồ Chí Minh
26.0,3.0,2.0,3.0,2.0,2.0,2.85,Sài Đồng,Long Biên,Hà Nội
70.0,5.0,6.0,4.0,4.0,4.0,5.9,Yên Sở,Hoàng Mai,Hà Nội
53.0,4.0,3.0,1.0,2.0,1.0,4.35,4,Phú Nhuận,Hồ Chí Minh
46.0,3.9,4.2,6.0,4.0,5.0,7.8,Kim Chung,Hoài Đức,Hà Nội
95.0,5.0,7.0,,5.0,5.0,2.5,Bình Hòa,Thuận An,Bình Dương
61.0,5.0,4.0,,2.0,1.0,2.09,Bình Hòa,Thuận An,Bình Dương
45.0,3.0,3.0,5.0,6.0,4.0,5.52,Tây Mỗ,Nam Từ Liêm,Hà Nội.
65.0,4.0,4.0,2.0,2.0,3.0,2.9,Bình Nhâm,Thuận An,Bình Dương
34.0,5.5,2.5,6.0,4.0,4.0,6.68,Quang Trung,Đống Đa,Hà Nội
68.0,4.1,5.0,,2.0,1.0,2.5,Vĩnh Hải,Nha Trang,Khánh Hòa
54.0,3.7,6.0,3.0,4.0,3.0,9.5,25,Bình Thạnh,Hồ Chí Minh
95.0,,,3.0,4.0,4.0,6.7,Hòa Minh,Liên Chiểu,Đà Nẵng
41.0,4.1,3.0,3.0,3.0,4.0,7.6,Mỹ Đình 2,Nam Từ Liêm,Hà Nội
36.0,,,6.0,3.0,3.0,7.48,Trương Định,Hai Bà Trưng,Hà Nội
38.0,3.4,3.0,5.0,6.0,5.0,7.65,Quan Hoa,Cầu Giấy,Hà Nội
132.8,5.0,,,,,6.8,Linh Xuân,Thủ Đức,Hồ Chí Minh
90.0,7.0,,3.0,3.0,3.0,7.2,Lĩnh Nam,Hoàng Mai,Hà Nội
40.0,,,5.0,3.0,4.0,5.58,Việt Hưng,Long Biên,Hà Nội
100.0,5.0,7.5,3.0,3.0,3.0,6.05, Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng
75.0,5.0,12.0,,,,8.8,7,Gò Vấp,Hồ Chí Minh
85.0,,,2.0,3.0,2.0,8.65,Hà Cầu,Hà Đông,Hà Nội
75.0,,,3.0,4.0,3.0,8.6,Mỗ Lao,Hà Đông,Hà Nội
92.0,,,4.0,4.0,3.0,8.6,Văn Quán,Hà Đông,Hà Nội
230.0,,5.5,1.0,3.0,3.0,7.2,Thanh Khê Đông,Thanh Khê,Đà Nẵng
55.0,,,4.0,4.0,3.0,9.7,Văn Quán,Hà Đông,Hà Nội
80.0,,7.5,2.0,3.0,3.0,5.5,Hòa Khê,Thanh Khê,Đà Nẵng
90.0,,,,4.0,3.0,7.0,Vĩnh Lộc B,Bình Chánh,Hồ Chí Minh
99.0,,,3.0,4.0,5.0,10.0,13,Bình Thạnh,Hồ Chí Minh
90.0,6.0,8.0,3.0,4.0,4.0,6.9,Vĩnh Lộc B,Bình Chánh,Hồ Chí Minh
60.0,,,5.0,8.0,4.0,9.6,Văn Quán,Hà Đông,Hà Nội
60.0,5.0,14.0,5.0,5.0,6.0,4.8,Tiên Hiệp,Phủ Lý,Hà Nam
55.0,,,3.0,4.0,3.0,7.8,Nguyễn Trãi,Hà Đông,Hà Nội
40.0,,,5.0,5.0,3.0,6.5,Kiến Hưng,Hà Đông,Hà Nội
60.0,,3.0,5.0,4.0,4.0,7.5,Văn Quán,Hà Đông,Hà Nội
55.0,,,5.0,6.0,4.0,9.3,Dương Nội,Hà Đông,Hà Nội
45.5,4.5,5.0,4.0,4.0,3.0,3.0, Đằng Hải,Hải An,Hải Phòng
90.0,,,4.0,,,9.7,Nghĩa Trụ,Văn Giang,Hưng Yên
41.0,4.0,,5.0,3.0,4.0,5.78,Bồ Đề,Long Biên,Hà Nội
105.0,6.0,3.0,,3.0,2.0,4.6,Long Thạnh Mỹ,Quận 9,Hồ Chí Minh
95.0,5.0,8.0,,2.0,2.0,5.0,Tân Chánh Hiệp,Quận 12,Hồ Chí Minh
28.0,,,5.0,3.0,4.0,4.3,Cầu Dền,Hai Bà Trưng,Hà Nội
78.0,6.0,20.0,5.0,6.0,5.0,8.1,Long Hưng,Văn Giang,Hưng Yên
102.0,,36.0,2.0,3.0,2.0,3.48,An Thạnh,Bến Lức,Long An
50.0,,,6.0,4.0,4.0,9.0,Láng Hạ,Đống Đa,Hà Nội
35.0,3.5,2.9,4.0,5.0,3.0,3.68,Phú Lãm,Hà Đông,Hà Nội
150.0,,,2.0,4.0,3.0,6.2,An Thạnh,Bến Lức,Long An
90.0,6.0,12.0,2.0,4.0,3.0,3.2,An Thạnh,Bến Lức,Long An
106.0,5.0,5.0,,2.0,1.0,1.35,Mỹ Hạnh Bắc,Đức Hòa,Long An
45.0,4.5,6.0,1.0,2.0,2.0,2.3,Xuân Thới Sơn,Hóc Môn,Hồ Chí Minh
35.0,,,5.0,3.0,4.0,2.55,Yên Nghĩa,Hà Đông,Hà Nội
30.0,,,4.0,3.0,3.0,3.1,Đông La,Hoài Đức,Hà Nội
49.0,,,3.0,3.0,4.0,6.9,Tân Kiểng,Quận 7,Hồ Chí Minh
26.0,3.2,4.0,2.0,2.0,2.0,3.4,Tân Quý,Tân Phú,Hồ Chí Minh
30.0,3.8,2.9,5.0,3.0,4.0,3.85,An Khánh,Hoài Đức,Hà Nội
52.0,4.1,6.0,2.0,1.0,2.0,7.4,10,Tân Bình,Hồ Chí Minh
38.0,,,5.0,,,5.8,Xuân Đỉnh,Bắc Từ Liêm,Hà Nội
66.0,,,3.0,4.0,3.0,8.99,10,Quận 6,Hồ Chí Minh
59.0,5.0,3.0,3.0,,,9.0,Kiến Hưng,Hà Đông,Hà Nội
103.0,5.3,4.0,3.0,5.0,3.0,4.95,Tân Thới Hiệp,Quận 12,Hồ Chí Minh
38.0,5.0,3.0,5.0,,,6.2,Mễ Trì,Nam Từ Liêm,Hà Nội
115.0,5.0,15.0,2.0,3.0,3.0,8.4, An Hải Bắc,Sơn Trà,Đà Nẵng
80.0,,12.0,3.0,4.0,5.0,8.6,13,Bình Thạnh,Hồ Chí Minh
70.0,,,5.0,4.0,4.0,6.0,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
96.0,5.0,5.0,2.0,2.0,2.0,7.8,17,Gò Vấp,Hồ Chí Minh
110.0,5.5,8.0,3.0,6.0,6.0,5.8,Giếng Đáy,Hạ Long,Quảng Ninh
40.0,4.0,5.0,3.0,3.0,3.0,4.5,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh
60.0,4.0,7.0,3.0,4.0,6.0,6.2,Bình Trị Đông,Bình Tân,Hồ Chí Minh
60.0,3.5,,4.0,4.0,6.0,6.99,5,Phú Nhuận,Hồ Chí Minh
40.0,4.0,4.0,5.0,4.0,3.0,8.6,Đại Mỗ,Nam Từ Liêm,Hà Nội
100.0,5.0,9.0,,2.0,1.0,5.2,Phú Trinh,Phan Thiết,Bình Thuận
90.0,8.0,8.0,,1.0,,10.0,13,Bình Thạnh,Hồ Chí Minh
90.0,6.0,9.5,2.0,2.0,2.0,4.19,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng
225.0,,,1.0,2.0,2.0,6.35,Cát Tiến,Phù Cát,Bình Định
88.0,,,2.0,3.0,3.0,5.85,Tân Hưng,Quận 7,Hồ Chí Minh
60.0,,10.0,3.0,4.0,3.0,7.2,Tân Hưng,Quận 7,Hồ Chí Minh
33.0,,,5.0,4.0,4.0,3.55,Yên Nghĩa,Hà Đông,Hà Nội
300.0,10.0,16.0,,9.0,9.0,6.5,Tân Đông Hiệp,Dĩ An,Bình Dương
57.8,6.3,,,,,7.0,Đại Mỗ,Nam Từ Liêm,Hà Nội.
49.4,,,,1.0,1.0,1.05,Đa Phước,Bình Chánh,Hồ Chí Minh
72.0,4.0,4.0,4.0,3.0,4.0,8.7,15,Tân Bình,Hồ Chí Minh
44.0,4.0,5.0,3.0,2.0,2.0,4.65,Tân Quý,Tân Phú,Hồ Chí Minh
